title,text,subject,date
(VIDEO) DONALD TRUMP: “NOT BEHOLDEN TO ANYONE”,I listened to this interview and it really reinforces my belief that Trump s heart is in the right place. I especially love his comment on our vets. He s passionate about making America great again and it shows! ,politics,"Aug 1, 2015"
Billionaire ‘Bilderberger’ David Rockefeller dead at 101," The Trilateral Commission is international and is intended to be the vehicle for multinational consolidation of the commercial and banking interests by seizing control of the political government of the United States. The Trilateral Commission represents a skillful, coordinated effort to seize control and consolidate the four centers of power   political, monetary, intellectual and ecclesiastical.      Senator Barry Goldwater, from his book  With No Apologies 21st Century Wire says Controversial globalist and banker David Rockefeller has died at 101 years of age.Rockefeller has been described as a philanthropist and banker, yet much of his legacy will forever be tied to the creation of the well-known think-tank the Council on Foreign Relations, The Trilateral Commission and his central role on the steering committee for the secretive Bilderberg Group established in 1954.The Bilderberg Group has often been passed off as an insignificant gathering of corporate CEO s, barons of oil, government top brass and royalty   most mainstream outlets still continue to mask the group s influence on foreign policy and world finance   but thankfully their exploits have been slowly uncovered with each passing year, as the list of attendees seem to change and grow with each new conference location.For those who still doubt there s a hidden element directing global interests, one only needs to look into the high-powered pursuits of Bilderberg attendees that have been linked to creating a multi-national sovereignty override through many transnational corporations with world trade partnerships like the Transatlantic partnership (TTIP) and Transpacific partnership (TPP), which now excludes the US via an executive order from Donald Trump.The following passage is from the NY Times: He spent his life in the club of the ruling class and was loyal to members of the club, no matter what they did,  The New York Times columnist David Brooks wrote in 2002, citing the profitable deals Mr. Rockefeller had cut with  oil-rich dictators,   Soviet party bosses  and  Chinese perpetrators of the Cultural Revolution. There was also an immense sphere of influence held by various power-hungry groups such as The Trilateral Commission, brought to fruition in 1973 by David Rockefeller and perennial foreign policy advisor Zbigniew Brzezinski. The Commission was also joined by fellow Bilderberg attendee and longtime policy advisor Henry Kissinger. Contrary to what most people think   the vast majority of The Trilateral Commission s members have been from countries outside of America.Rockefeller, like George Soros, is ultimately tied to globalism and vast social engineering programs.More from RT below  (Photo Illustration 21WIRE s Shawn Helton)Billionaire banker David Rockefeller dies aged 101RTRockefeller died in his sleep at home in Pocantico Hills, New York, on Monday morning as a result of congestive heart failure, according to a family spokesperson Fraser P. Seitel.The businessman, who had an estimated fortune of $3 billion, retired as head of Chase Manhattan in 1981 after a 35-year career.In the statement from the The Rockefeller Foundation confirming his death, Rockefeller was described as  one of the most influential figures in the history of American philanthropy and finance, considered by many to be  America s last great international business statesman .   Rockefeller, also known as  the banker s banker , according to the statement, is said to have donated almost $2 billion over his lifetime to various institutions including Rockefeller University, Harvard University and art museum.David was the youngest of six children born to John D. Rockefeller Jr. and the grandson of Standard Oil co-founder John D. Rockefeller.Rockefeller graduated from Harvard in 1936 and received a doctorate in economics from the University of Chicago in 1940. Appointed president of Chase Manhattan in 1961, he became chairman and CEO eight years later.RT continues here READ MORE ON SOCIAL ENGINEERING: 21st Century Wire Social Engineering FilesSUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",Middle-east,"March 20, 2017"
 Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol,"The co-founders of Ben & Jerry s Ice Cream, Ben Cohen, and Jerry Greenfield, were two of the 1200+ arrested in the past week at the U.S. Capitol to protest the influence big money has in politics as part of the Democracy Spring movement. According to the U.S. Capitol Police, those arrested were charged with crowding, obstructing or incommoding, which is unlawful demonstration activity. Both Cohen and Greenfield were processed and released on scene.Ben Cohen also runs a non-profit, Stamp Stampede, which literally stamps money out of politics. The stamps stamp money with slogans such as  Not to be used for bribing politicians. No matter what issue you are most passionate about environment, healthcare, soaring prescription drug costs the root cause is always linked to corporations giving so-called donations in large sums to politicians, in a process Senator John McCain has called  legalized bribery,  Ben Cohen told me in an interview for the New York Observer in December 2015. A few hundred really wealthy people put in the majority of early contributions to our country s presidential candidates,  he said.  In the context of congress, our representatives get gobs of money from corporations through lobbyists for either passing or not passing legislation, essentially transforming our democracy into an oligarchy. We can t tackle the rest of the problems until we tackle this basic one. It s difficult to address because it requires an amendment to overturn a Supreme Court decision, but that s what Americans have done throughout history we have worked to overturn egregious decisions, which is why we have the constitutional amendment process. The non-profit s website, StampStampede.org, has photos of stamped money posing with Senator Elizabeth Warren and other advocates for getting money out of politics. As long as corporate and wealthy influences can undermine democracy through campaign contributions, the gridlock in congress will persist and most likely worsen. Big money doesn t want meaningful progressive reforms, they want to influence legislation to insulate themselves from the rigors of a competitive market while exploiting tax loopholes and government subsidies to maximize their profits at the expense of the working and middle classes in America.Featured Image Courtesy of Flickr",News,"April 19, 2016"
JUST IN: RAND PAUL ASSAULTED By Democrat Doctor…Here’s What We Know About The Attacker,"Another unhinged Democrat has been arrested for attacking someone with political views that are in opposition to his yawn Kentucky State Police have arrested a person accused of assaulting Sen. Rand Paul (R-Ky.) at his home in Kentucky, the senator s office confirmed on Saturday. Senator Paul was blindsided and the victim of an assault,  Kelsey Cooper, a spokeswoman for Paul, said in a statement.  The assailant was arrested and it is now a matter for the police. Senator Paul is fine. The suspect was identified as 59-year-old Rene Boucher of Bowling Green, Kent., according to a statement from Kentucky State Police reported by the Bowling Green Daily News.  True PunditBoucher is an anesthesiologist and pain specialist. He got his medical degree from Des Moines University College of Osteopathic Medicine after being pre-med at Providence College in Rhode Island, according to Doximity. Boucher has practiced medicine in since 1982 and attended high school in New Bedford, Massachusetts. Between 1985 and 1993, Boucher was pain management specialist at the Letterman Army Medical Center in San Francisco where he also did his residency.In 2005, Boucher appeared on QVC marketing a rice-filled vest that was designed to alleviate back pain, reported the Bowling Green Daily News. The vest retailed at $30 and had to be microwaved before use. The website for Therm-a-Vest is no longer active. WAVE reports that Boucher retired in 2015.In May 2017, Boucher shared a story on Facebook about Republican Congressman Greg Gianforte assaulting The Guardian s Ben Jacobs in Bozeman, Montana. The assault was described as a  body slam  at the time. Boucher writes in his Facebook bio that he is in a relationship. The Bowling Green Daily News article about Boucher s pain relieving vest saw him city his wife, Lisa, as a reason for its success.Boucher is a registered Democrat. Since Trump s ascendency to the president, Boucher has been severely critical the GOP on Facebook. Boucher is shown to be an advocate for gun control and healthcare reform. There does not seem to be any posts that target Senator Paul.   Heavy ",politics,"Nov 4, 2017"
 Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,"Democratic frontrunner Hillary Clinton had a couple of really enthusiastic supporters show up at her Buena Park, California rally on Wednesday. In fact, they were so enthusiastic she had to stop her security team from throwing them out of the event because they decided to remove their shirts.As security moved to escort the shirtless men out of her rally, one of them yelled,  Hillary, they re kicking us out because we don t have our shirts on. They re making us leave because we don t have shirts on.  A laughing Clinton responded by asking security to stop and saying: Well, you know what? As long as they don t take anything else off. You know, you gotta make split decisions that s what leadership is all about. We are a big diverse country. OK, where was I? I gotta admit, it is a little distracting standing up here looking at them. So I m gonna look over this way, and I m gonna look over that way. I m gonna look back there. It was a great moment for Clinton to show off the sense of humor a lot of people do not realize she has. The right wing often accuses her of being an Ice Queen, but she is actually very funny. Her response also highlighted the vast differences between her campaign and that of Republican nominee Donald Trump. The GOP candidate s rallies are filled with violence and hate, while Clinton s is filled with positivity. It s like night and day.Watch:Featured image via video screenshot",News,"May 26, 2016"
ANGRY Venezuelans CHASE Their President…Bang On Pots And Yell [Video],"Scenes from the confrontation late Friday, which also appeared in videos uploaded to social media, captured the attention of Venezuelans, many of whom blame the unpopular president for the country s food shortages.In one video, Mr. Maduro tries to calm the pot-bangers by walking among them, only to be surrounded as the furious crowd yells obscenities. What is this?  an astounded voice behind the camera asks in one of the video clips.Mr. Maduro had traveled from the capital, Caracas, to Margarita Island off Venezuela s northern coast to inaugurate a number of new public housing units and give a televised address.During the speech, he denounced his opponents  calls for his removal from office, calling them  vampires  and saying they were preparing for violence.Foro Penal, a Venezuelan human rights group, said 20 people had been arrested after the protest in the island town of Villa Rosa. Mr. Maduro s office made no statement about the episode.",Government News,"Sep 3, 2016"
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,"Mark Levin dropped a bombshell on his show tonight about the Muslim terrorist who killed 9 people in Manhattan and injured dozens.  The Diversity VISA program was given the green light by none other than New York Democrat Senator Chuck Schumer... Mark Levin; NYC muslim terrorist came to US under  Diversity VISA Program    a bizarre lottery to shove more foreigners down our throats  Deplorable MD   (@MDDeplorable) October 31, 2017According to ABC 7:Authorities say he came to the United States seven years ago from Uzbekistan under what is called the Diversity Visa Program, which offers a lottery for people from countries with few immigrants in America.DIVERSITY LOTTERYOn May 1, 2017, the Washington Post wrote an article designed to criticize President Trump, as millions were concerned that this could be the last year of the  Diversity Lottery .According to the Washington Post, the lottery s premise is simple. Each year, the Diversity Visa Lottery, as it is officially known, provides up to 50,000 randomly selected foreigners   fewer than 1 percent of those who enter the drawing   with permanent residency in the United States.It s not connected to employment or family members in the United States. The only requirement is that entrants be adults with a high school diploma or two years of work experience. Winners can bring spouses and children. Citizens of countries that have sent 50,000 people to the United States in the past five years   such as Canada, China, India, Nigeria and Mexico   are ineligible to participate.The current lottery coincides with an intense debate over immigration and comes amid policy changes that have made the country less welcoming to new arrivals. President Trump has cracked down on illegal immigration and pressed forward with plans to build a wall along the border with Mexico. He has issued executive orders targeting foreign workers, refugees and travelers from certain majority-Muslim countries.But he hasn t said a word about the green-card lottery.Its days may be numbered, nonetheless. The lottery appears to conflict with the president s call for a  merit-based  immigration system. And at least two bills in the Republican-controlled Congress seek to eliminate the program. The Diversity Lottery is plagued with fraud, advances no economic or humanitarian interest, and does not even deliver the diversity of its namesake,  according to a news release from Sen. Tom Cotton (R-Ark.), a co-sponsor of one of the bills.The program   operated from a consular center in Williamsburg, Ky.   has been on the chopping block before. It came under attack in 2002 after an Egyptian terrorist who killed two people in Los Angeles was found to be in the United States through his wife s diversity visa. Mohamed Atta, another Egyptian and one of the 9/11 suicide pilots, had entered the lottery twice before entering the United States on a different visa to study aviation. If you re a terrorist organization and you can get a few hundred people to apply to this from several countries . . . odds are you d get one or two of them picked,  Rep. Bob Goodlatte (R-Va.) told The Washington Post in 2011 after introducing an ill-fated bill to kill the program.State Department officials insist that lottery winners are vetted just as thoroughly as other potential immigrants to the United States.Here s how the  Diversity  Immigrant VISA program works:Twitter responded to the idiocy of the  diversity  visa program:Muslim terrorist slaughters 8 in NYC today. Wait for it, wait for it here on a diversity visa. Thank you, libtards  Wayne's World (@WayneSense) November 1, 2017",left-news,"Oct 31, 2017"
" Leslie Knope Writes Powerful, Heartbreaking Letter To America That EVERYONE Should Read","Who doesn t love Leslie Knope? She even wormed her way into the heart of that staunch libertarian Ron Swanson.Parks and Recreation has a beloved place in the hearts of many in America, in fact   especially millennials. And no character is more beloved than Amy Poehler s Leslie Knope.For many fans, it s almost impossible to imagine a reaction to this electoral disaster from the almost annoyingly bubbly Knope   her optimism doesn t seem to have much of a place here. However, while perfectly maintaining the voice of the character, she shows that s not the case. You can read my favorite passage below:Like most people, I deal with tragedy by processing the five stages of grief: Denial, Anger, Bargaining, Depression, and Acceptance. My denial over the election results was intense. My anger was (in Ron s words)  significant.  My bargaining was short, but creative  I offered my soul and the souls of all of my friends in exchange for 60,000 more votes in Milwaukee, to any demon who cared to accept. (Tom told me it was a terrible deal, but I didn t care, in that moment.) My depression I have already mentioned. Which brings us to Acceptance. And here s what I stand on that:No. I do not accept it.I acknowledge that Donald Trump is the President. I understand, intellectually, that he won the election. But I do not accept that our country has descended into the hatred-swirled slop pile that he lives in. I reject out of hand the notion that we have thrown up our hands and succumbed to racism, xenophobia, misogyny, and crypto-fascism. I do not accept that. I reject that. I fight that. Today, and tomorrow, and every day until the next election, I reject and fight that story. I work hard and I form ideas and I meet and talk to other people who feel like me, and we sit down and drink hot chocolate (I have plenty) and we plan. We plan like mofos. We figure out how to fight back, and do good in this infuriating world that constantly wants to bend toward the bad. And we will be kind to each other, and supportive of each other s ideas, and we will do literally anything but accept this as our fate.And let me say something to the young girls who are reading this. Hi, girls. On behalf of the grown-ups of America who care about you and your futures, I am awfully sorry about how miserably we screwed this up. We elected a giant farting T. rex who does not like you, or care about you, or think about you, unless he is scanning your bodies with his creepy T. rex eyes, or trying to physically grab you like a toy his daddy got him (or would have, if his daddy had loved him). (Sorry, that was a low blow.) (Actually, not sorry, I m pissed, and I m on a roll, so zip it, super-ego!) Our President-Elect is everything you should abhor, and fear, in a male role model. He has spent his life telling you, and girls and women like you, that your lives are valueless except as sexual objects. He has demeaned you, and belittled you, and put you in a little box to be looked at and not heard. It is your job, and the job of girls and women like you, to bust out.I highly encourage you to read the rest of it as well   Leslie is exactly right. It s time for us to fight harder than ever.",News,"November 10, 2016"
 Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO),"Earlier this week, Donald Trump made a speech in Bismarck, North Dakota to talk about his energy policy. While it might have been refreshing for the business mogul to actually talk about a policy instead of attacking his Democratic rivals, saying offensive things about women and minorities or retweeting white supremacists, it s safe to say Trump s supporters should hold off on getting too excited over anything he says   because it s all false promises.During Trump s speech, Trump promised American voters that he would cancel the crucial 2015 Paris agreement that binds all nations to the common goal of tackling climate change, and that he d  rescind  the EPA rules that President Barack Obama set up to decrease emissions from coal-fired power plants. If it sounds improbable, that s because it pretty much is   and no one was faster to point this out that CNN s Chris Cuomo on Friday. In speaking with Trump s campaign senior advisor Sarah Huckabee Sanders, Cuomo criticized the GOP candidate for his sloppy ideas. He said: Donald Trump put out a big speech about his energy policy, about coal, about oil, about regulation. And the criticism of it is that he proposed a lot of things that can t be done. You can t get rid of all of the EPA regulations. You can t just make coal as huge as it once was. There are good and bad reasons for that. Fair criticisms that the proposal can t do what Donald Trump says it will do. Huckabee Sanders argued that the Environmental Protection Agency has to be  reined in and brought back down.  She said: I think there are some big things you can do, and exactly what Donald Trump said is we need to move to an all-of-the-above approach. The Obama administration and his energy policy has been job-killing, [has] raised energy costs across America, has been horrible for our country, so we ve got to go back to where we put all options on the table. Huckabee Sanders continued to diss Obama and added that, We ve got to absolutely reverse what has taken place over the last eight years under the Obama administration by taking away the energy independence that Americans have enjoyed and making us more dependent on foreign energy and go back to where we can energize our own country on our own. Cuomo fired back, stating that the EPA wasn t perfect, just like  every government agency.  He continued: But reducing fossil fuel dependence is a very popular thing in America, and that s a big part of the regulations, and in terms of energy independence, the United States right now puts out 74 percent of its oil needs. I mean, I guess you could go to 100 percent, but the idea that we re somehow, you know, really deficient in terms of how much of our own needs we provide for, it s just not true.  Huckabee Sanders continued to try and counter attack, but Cuomo shut her down every time with realistic scenarios and facts. You can watch Cuomo blast Trump s policies below: Trump s energy policy speech came just a day before Trump told drought-stricken Californians that the extreme water shortage they ve been experiencing doesn t really exist, and offered a conspiracy theory as an alternative explanation. Clearly, Trump isn t someone that we can trust for environmental or energy issues.Featured image is a screenshot",News,"May 28, 2016"
 Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,"There seems to be a definite double standard when it comes to how Republicans in Congress want to go about investigating terrible governors. When it came to investigating former Oregon Governor John Kitzhaber (D), Republicans like Rep. Jason Chaffetz (R-UT) were fast and furious with their requests to obtain the information they wanted in regards to a scandal surrounding Oregon s health insurance exchange. However, when it comes to going after Republican Governor Rick Snyder of Michigan over the horrendous Flint water crisis, those same Republicans so adamant at going after a Democratic governor, failed to send requests to investigate Flint.Rep. Elijah Cummings (D-MD) is not about to let them get away with this hypocrisy whatsoever.In a letter sent by Cummings to Chaffetz, who is the Chairman of the Committee on Oversight and Government Reform, Cummings points out the clear double-standard of the committee going after Kitzhaber, but not Snyder in the same regard. And while Cummings does give them some credit for called Snyder before the Committee in March, it is clear that they are not going after Snyder with the same vigor. Cummings wrote: During our meeting last week, you explained that you had spoken directly with Governor Snyder, and you suggested that one reason not to request documents from him is because he might claim that his communications about the Flint water crisis are protected by executive privilege. Although I was not a part of your conversation with Governor Snyder, any claim of executive privilege to withhold documents from Congress would be a surprising turn of events that directly contradicts the Governor s own promises of accountability to the people of Michigan. Cummings also wrote: I believe that the Committee should apply the same standards for requesting documents to all governors, regardless of whether they are Democrats or Republicans. By declining to send any document request at all to Governor Snyder, the Committee is creating the perception of a double-standard in which it has requested documents from a Democratic governor, but not from a Republican governor. He then goes on to give the example of former Oregon Governor John Kitzhaber.It is simply woefully irresponsible to so blatantly neglect going after Gov. Snyder, especially considering the Flint, Michigan water crisis is so irreversibly severe causing lifelong health issues to those affected. Not only should they be investigating Snyder to the fullest extent, but they should be pushing for his resignation, as is what happened with Kitzhaber.Cummings sums it up best when he states: The Committee has never accepted this practice as an adequate standard of investigation, and we should not do so now. Governor Snyder and his staff are central figures in the decision-making process that led to the poisoning of Flint residents, and the Committee owes it to these residents to conduct a comprehensive and bipartisan investigation. Snyder needs to be held responsible and party politics need to be checked at the door. End of story.Featured image via YouTube",News,"February 22, 2016"
